Symbol,Description,Price change % 1 day,Volume 1 day,Relative volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating,Price,Price - Currency
MTZ,"MasTec, Inc.",-2.8927494462679877,887668,0.6658311161290483,28754063022.999996,USD,63.616020698938826,5.7201,USD,111.18289891456841,0,Industrial services,Strong buy,363.89,USD
MDB,"MongoDB, Inc.",-7.7437003524646215,1786156,0.41622039317181336,28210694533.000004,USD,,-0.371,USD,67.75595341560926,0,Technology services,Buy,350.74,USD
STRL,"Sterling Infrastructure, Inc.",-11.201119004971124,808689,1.1507174330584113,27078205405,USD,78.89193852645883,11.1853,USD,30.73659357613726,0,Industrial services,Strong buy,882.43,USD
JBHT,"J.B. Hunt Transport Services, Inc.",0.5788712011577376,1146917,1.4057451950860809,26870558751,USD,44.111955663575706,6.4597,USD,17.295540383497958,0.624670994911388,Transportation,Buy,284.95,USD
MTSI,"MACOM Technology Solutions Holdings, Inc.",-9.755970110257623,2967916,1.829312092002703,26352560692.000004,USD,149.75719736385707,2.3064,USD,,0,Electronic technology,Buy,345.4,USD
TSEM,Tower Semiconductor Ltd.,-9.884811143852135,1606505,0.8471912257313297,26316448945,USD,109.3729679516953,2.153,USD,19.213732004429676,0,Electronic technology,Buy,235.48,USD
XPO,"XPO, Inc.",-0.14594545288698038,1034239,0.49177480359230347,25705741477,USD,75.0154183512643,2.9186,USD,-10.196923076923074,0,Transportation,Buy,218.94,USD
PPG,"PPG Industries, Inc.",1.643444087173994,1934970,1.0100317280156923,25366019986,USD,16.30395850943423,6.9799,USD,18.227243470307247,2.49560632688928,Process industries,Buy,113.8,USD
SMCI,"Super Micro Computer, Inc.",-11.215351812366734,49258956,0.9786674854216878,25043066725.000004,USD,21.964342230193058,1.8958,USD,4.636273319350914,0,Electronic technology,Neutral,41.64,USD
ILMN,"Illumina, Inc.",-3.4154468642151667,2061539,0.9945088135982747,24559017604,USD,29.460234491270096,5.5098,USD,,0,Health technology,Buy,162.32,USD
ATI,ATI Inc.,-2.0044174489232445,1274723,0.7527488241132271,24219407107,USD,58.524600976124525,3.0324,USD,9.706595275134763,0,Non-energy minerals,Strong buy,177.47,USD
FTAI,FTAI Aviation Ltd.,-6.41369107121436,954097,1.0620889276575007,24009544362.999996,USD,46.54747225647349,5.0282,USD,2363.5962763351295,0.640888698995941,Electronic technology,Strong buy,234.05,USD
HPQ,HP Inc.,-2.73764258555134,17560416,0.5198185742353094,23393490726,USD,9.440507824033068,2.7096,USD,4.43228243274494,4.60828772478499,Technology services,Neutral,25.58,USD
CPAY,"Corpay, Inc.",-2.7241166918640514,492409,0.868523563386157,22709998369,USD,20.769695194486122,16.7287,USD,17.324402987691553,0,Commercial services,Buy,347.45,USD
FN,Fabrinet,-13.08514507960491,919388,0.8895384692191871,22259225116,USD,53.4165068828835,11.6303,USD,29.62884529647794,0,Electronic technology,Buy,621.25,USD
WST,"West Pharmaceutical Services, Inc.",-0.8886928022185785,636032,0.8872212943600534,22218667255,USD,42.042644208274844,7.4805,USD,17.468318650774957,0.276629570747218,Health technology,Buy,314.5,USD
CHRW,"C.H. Robinson Worldwide, Inc.",-0.27087057803781356,1004534,0.6847162531686226,21699247363,USD,37.26367353548439,4.9402,USD,18.025658790644343,1.35803139768591,Transportation,Buy,184.09,USD
SNX,TD SYNNEX Corporation,-3.1595633533883283,484133,0.5172006917047668,21609124115.999996,USD,22.331702210738825,12.0367,USD,50.41738521906475,0.684523809523809,Distribution services,Strong buy,268.8,USD
IONQ,"IonQ, Inc.",-13.524215656411812,32123189,0.885653395722726,21194266055,USD,,-0.1712,USD,88.51160917997584,0,Electronic technology,Buy,56.78,USD
OKTA,"Okta, Inc.",-3.854875283446716,4017679,0.5930079281074091,20634409909.000004,USD,86.2289366647298,1.3768,USD,113.75562800807329,0,Technology services,Buy,118.72,USD
MKSI,MKS Inc.,-8.654574084728837,955719,0.971244636894144,20374688226,USD,63.05129384223067,4.7842,USD,42.58210645526615,0.301674125642301,Producer manufacturing,Buy,301.65,USD
LUV,Southwest Airlines Company,0.5567659162430327,4885959,0.7547432792412453,20303660451,USD,26.465341488277264,1.5696,USD,86.39116494478093,1.73326913818007,Transportation,Neutral,41.54,USD
IREN,IREN Limited,-12.140316844487549,64148218,1.2199514589605096,19395203760,USD,187.1556473829201,0.2904,USD,,0,Technology services,Buy,54.35,USD
DKS,Dick's Sporting Goods Inc,-1.2729779411764623,1577025,0.9263499986166648,19216385846.000004,USD,20.424209005171893,10.5184,USD,-24.83420992453694,2.27505469440953,Retail trade,Buy,214.83,USD
ENTG,"Entegris, Inc.",-10.344581069488132,4669474,1.7450408443481045,19125025558.000004,USD,72.28242074927954,1.735,USD,-15.096647908000968,0.3189538314329,Producer manufacturing,Buy,125.41,USD
AA,Alcoa Corporation,-7.856959753909249,5738693,1.248899156955566,18971042022,USD,18.082350277938477,3.9757,USD,17.679966848212164,0.556405619696759,Non-energy minerals,Buy,71.89,USD
MRNA,"Moderna, Inc.",-8.044194611358801,6084010,1.1441903099050534,18823539387,USD,,-8.1462,USD,6.610262759664318,0,Health technology,Neutral,47.44,USD
LSCC,Lattice Semiconductor Corporation,-10.762243285939965,3057227,1.6346550438864538,18574156350.000004,USD,954.7183098591549,0.142,USD,-61.776581426648725,0,Electronic technology,Buy,135.57,USD
ALB,Albemarle Corporation,-6.16359794747963,1790567,0.9033239412347333,18331761756,USD,,-3.4136,USD,69.31098964326812,1.04220277920741,Process industries,Buy,155.44,USD
ROKU,"Roku, Inc.",-2.6514849908432185,2021715,1.1068236482831029,18043569998.999996,USD,91.93863738908107,1.3298,USD,,0,Technology services,Strong buy,122.26,USD
